HTAG,B365H,HomeTeam,HTHG,FTHG,B365D,HTR,FTR,AwayTeam,FTAG,Date,B365A
0,1.67,Fiorentina,1,1,4.0,H,H,Pisa,0,23/02/2026,5.0
0,1.85,Bologna,0,1,3.5,D,H,Udinese,0,23/02/2026,4.5
0,2.25,Parma,0,1,3.0,D,D,Cagliari,1,27/02/2026,3.7
1,1.38,Como,3,3,4.5,H,H,Lecce,1,28/02/2026,9.5
1,7.5,Verona,0,1,4.0,A,A,Napoli,2,28/02/2026,1.5
0,1.33,Inter,1,2,5.5,H,H,Genoa,0,28/02/2026,9.0
0,6.5,Cremonese,0,0,4.33,D,A,Milan,2,01/03/2026,1.5
0,3.8,Sassuolo,1,2,3.6,H,H,Atalanta,1,01/03/2026,1.95
0,2.88,Torino,1,2,3.0,H,H,Lazio,0,01/03/2026,2.7
0,2.63,Roma,1,3,3.1,H,D,Juventus,3,01/03/2026,2.88
0,4.2,Pisa,0,0,3.2,D,A,Bologna,1,02/03/2026,2.0
0,3.25,Udinese,1,3,3.2,H,H,Fiorentina,0,02/03/2026,2.35
0,1.57,Napoli,1,2,3.8,H,H,Torino,1,06/03/2026,6.25
1,5.75,Cagliari,0,1,4.0,A,A,Como,2,07/03/2026,1.57
1,1.67,Atalanta,0,2,3.7,A,D,Udinese,2,07/03/2026,5.5
0,1.25,Juventus,0,4,6.25,D,H,Pisa,0,07/03/2026,11.0
0,2.1,Lecce,2,2,3.0,H,H,Cremonese,1,08/03/2026,4.0
0,1.55,Bologna,0,1,3.9,D,A,Verona,2,08/03/2026,6.5
0,1.7,Fiorentina,0,0,3.6,D,D,Parma,0,08/03/2026,5.25
0,4.2,Genoa,0,2,3.4,D,H,Roma,1,08/03/2026,1.91
0,3.6,Milan,1,1,3.0,H,H,Inter,0,08/03/2026,2.25
1,2.15,Lazio,1,2,3.25,D,H,Sassuolo,1,09/03/2026,3.5
1,2.2,Torino,1,4,3.0,D,H,Parma,1,13/03/2026,3.8
0,1.55,Inter,1,1,4.33,H,D,Atalanta,1,14/03/2026,5.75
1,1.33,Napoli,0,2,4.75,A,H,Lecce,1,14/03/2026,10.0
1,5.75,Udinese,0,0,4.2,A,A,Juventus,1,14/03/2026,1.55
0,3.25,Verona,0,0,3.0,D,A,Genoa,2,15/03/2026,2.4
0,2.55,Pisa,1,3,3.0,H,H,Cagliari,1,15/03/2026,3.1
1,2.4,Sassuolo,0,0,3.3,A,A,Bologna,1,15/03/2026,3.0
1,2.1,Como,0,2,3.3,A,H,Roma,1,15/03/2026,3.6
0,4.1,Lazio,1,1,3.3,H,H,Milan,0,15/03/2026,1.95
2,3.9,Cremonese,0,1,3.6,A,A,Fiorentina,4,16/03/2026,1.91
0,2.0,Lyon,1,2,3.0,H,H,Benevento,1,2026-03-24,3.0
0,2.0,Brighton,1,2,3.0,H,H,Liverpool,1,2026-03-24,3.0
0,2.0,Monaco,2,4,3.0,H,H,Union Berlin,0,2026-03-24,3.0
0,2.0,Lyon,0,1,3.0,D,H,Lorient,0,2026-03-24,3.0
1,2.0,Newcastle,0,1,3.0,A,A,Sunderland,2,2026-03-24,3.0
0,2.0,Barcelona,0,1,3.0,D,H,Rayo Vallecano,0,2026-03-24,3.0
0,2.0,Mainz,1,2,3.0,H,H,Eintracht Francoforte,1,2026-03-24,3.0
0,2.0,Fulham,1,3,3.0,H,H,Burnley,1,2026-03-24,3.0
0,2.0,Everton,1,3,3.0,H,H,Chelsea,0,2026-03-24,3.0
0,2.0,Leeds,0,0,3.0,D,D,Brentford,0,2026-03-24,3.0
0,2.0,Elche,1,2,3.0,H,H,Mallorca,1,2026-03-24,3.0
1,2.0,Espanyol,0,1,3.0,A,A,Getafe,2,2026-03-24,3.0
1,2.0,Levante,2,4,3.0,H,H,Real Oviedo,2,2026-03-24,3.0
0,2.0,Osasuna,0,1,3.0,D,H,Girona,0,2026-03-24,3.0
1,2.0,Siviglia,0,0,3.0,A,A,Valencia,2,2026-03-24,3.0
1,2.0,Heidenheim,1,3,3.0,D,D,Leverkusen,3,2026-03-24,3.0
0,2.0,Wolfsburg,0,0,3.0,D,A,Werder Bremen,1,2026-03-24,3.0
1,2.0,Dortmund,1,3,3.0,D,H,Amburgo,2,2026-03-24,3.0
0,2.0,Auxerre,1,3,3.0,H,H,Brest,0,2026-03-24,3.0
2,2.0,Nizza,0,0,3.0,A,A,PSG,4,2026-03-24,3.0
0,2.0,Aston Villa,1,2,3.0,H,H,West Ham,0,2026-03-24,3.0
1,2.0,Tottenham,0,0,3.0,A,A,Forest,3,2026-03-24,3.0
2,2.0,Celta Vigo,1,3,3.0,A,A,Alaves,4,2026-03-24,3.0
0,2.0,Athletic Bilbao,1,2,3.0,H,H,Betis,1,2026-03-24,3.0
1,2.0,Real Madrid,1,3,3.0,D,H,Atletico Madrid,2,2026-03-24,3.0
1,2.0,Pauli,0,1,3.0,A,A,Friburgo,2,2026-03-24,3.0
2,2.0,Augsburg,1,2,3.0,A,A,Stoccarda,5,2026-03-24,3.0
1,2.0,Lione,0,1,3.0,A,A,Monaco,2,2026-03-24,3.0
1,2.0,Marsiglia,0,1,3.0,A,A,Lille,2,2026-03-24,3.0
1,2.0,Paris FC,1,3,3.0,D,H,Le Havre,2,2026-03-24,3.0
0,2.0,Rennes,0,0,3.0,D,D,Metz,0,2026-03-24,3.0
1,2.0,Nantes,1,2,3.0,D,A,Strasbourg,3,2026-03-24,3.0
0,2.0,Rayo Vallecano,0,1,3.0,D,H,Elche,0,2026-04-06,3.0
0,2.0,PSG,1,3,3.0,H,H,Lyon,1,2026-04-06,3.0
0,2.0,Real Sociedad,1,2,3.0,H,H,Levante,0,2026-04-06,3.0
0,2.0,Mallorca,1,2,3.0,H,H,Real Madrid,1,2026-04-06,3.0
0,2.0,Betis,0,0,3.0,D,D,Espanyol,0,2026-04-06,3.0
1,2.0,Atletico Madrid,0,1,3.0,A,A,Barcelona,2,2026-04-06,3.0
0,2.0,Amburgo,0,1,3.0,D,D,Augsburg,1,2026-04-06,3.0
1,2.0,Werder Bremen,0,1,3.0,A,A,Lipsia,2,2026-04-06,3.0
1,2.0,Friburgo,1,2,3.0,D,A,Monaco,3,2026-04-06,3.0
1,2.0,Hoffenheim,0,1,3.0,A,A,Mainz,2,2026-04-06,3.0
1,2.0,Leverkusen,3,6,3.0,H,H,Wolfsburg,3,2026-04-06,3.0
1,2.0,Stoccarda,0,0,3.0,A,A,Dortmund,2,2026-04-06,3.0
0,2.0,Strasbourg,1,3,3.0,H,H,Nizza,1,2026-04-06,3.0
2,2.0,Brest,1,3,3.0,A,A,Rennes,4,2026-04-06,3.0
0,2.0,Lille,1,3,3.0,H,H,Lens,0,2026-04-06,3.0
0,2.0,Getafe,1,2,3.0,H,H,Athletic Bilbao,0,2026-04-06,3.0
1,2.0,Valencia,1,2,3.0,D,A,Celta Vigo,3,2026-04-06,3.0
0,2.0,Real Oviedo,0,1,3.0,D,H,Siviglia,0,2026-04-06,3.0
1,2.0,Alaves,1,2,3.0,D,D,Osasuna,2,2026-04-06,3.0
1,2.0,Eintracht Francoforte,1,2,3.0,D,D,Lyon,2,2026-04-06,3.0
0,2.0,Angers,0,0,3.0,D,D,Lione,0,2026-04-06,3.0
0,2.0,Le Havre,0,1,3.0,D,D,Auxerre,1,2026-04-06,3.0
0,2.0,Lorient,0,1,3.0,D,D,PSG,1,2026-04-06,3.0
0,2.0,Metz,0,0,3.0,D,D,Nantes,0,2026-04-06,3.0
0,2.0,Monaco,1,2,3.0,H,H,Marsiglia,1,2026-04-06,3.0
0,2.0,Girona,0,1,3.0,D,H,Aston Villa,0,2026-04-07,3.0
1,2.0,Cremonese,1,2,3.0,D,D,Cagliari,2,2026-01-08,3.0
0,2.0,Milan,0,1,3.0,D,D,Genoa,1,2026-01-08,3.0
0,2.0,Como,0,1,3.0,D,D,Bologna,1,2026-01-10,3.0
1,2.0,Udinese,1,2,3.0,D,D,Pisa,2,2026-01-10,3.0
0,2.0,Roma,1,2,3.0,H,H,Sassuolo,0,2026-01-10,3.0
0,2.0,Atalanta,1,2,3.0,H,H,Torino,0,2026-01-10,3.0
1,2.0,Lecce,0,1,3.0,A,A,Parma,2,2026-01-11,3.0
0,2.0,Fiorentina,0,1,3.0,D,D,Milan,1,2026-01-11,3.0
0,2.0,Verona,0,0,3.0,D,A,Lazio,1,2026-01-11,3.0
1,2.0,Inter,1,2,3.0,D,D,Napoli,2,2026-01-11,3.0
0,2.0,Genoa,1,3,3.0,H,H,Cagliari,0,2026-01-12,3.0
0,2.0,Juventus,2,5,3.0,H,H,Cremonese,0,2026-01-12,3.0
0,2.0,Napoli,0,0,3.0,D,D,Parma,0,2026-01-14,3.0
0,2.0,Inter,0,1,3.0,D,H,Lecce,0,2026-01-14,3.0
1,2.0,Verona,1,2,3.0,D,A,Bologna,3,2026-01-15,3.0
1,2.0,Como,0,1,3.0,A,A,Milan,3,2026-01-15,3.0
0,2.0,Pisa,0,1,3.0,D,D,Atalanta,1,2026-01-16,3.0
0,2.0,Udinese,0,0,3.0,D,A,Inter,1,2026-01-17,3.0
0,2.0,Napoli,0,1,3.0,D,H,Sassuolo,0,2026-01-17,3.0
0,2.0,Cagliari,0,1,3.0,D,H,Juventus,0,2026-01-17,3.0
0,2.0,Parma,0,0,3.0,D,D,Genoa,0,2026-01-18,3.0
1,2.0,Bologna,0,1,3.0,A,A,Fiorentina,2,2026-01-18,3.0
1,2.0,Torino,0,0,3.0,A,A,Roma,2,2026-01-18,3.0
0,2.0,Milan,0,1,3.0,D,H,Lecce,0,2026-01-18,3.0
0,2.0,Cremonese,0,0,3.0,D,D,Verona,0,2026-01-19,3.0
1,2.0,Lazio,0,0,3.0,A,A,Como,3,2026-01-19,3.0
1,2.0,Inter,3,6,3.0,H,H,Pisa,2,2026-01-23,3.0
0,2.0,Como,3,6,3.0,H,H,Torino,0,2026-01-24,3.0
1,2.0,Fiorentina,0,1,3.0,A,A,Cagliari,2,2026-01-24,3.0
0,2.0,Lecce,0,0,3.0,D,D,Lazio,0,2026-01-24,3.0
0,2.0,Sassuolo,0,1,3.0,D,H,Cremonese,0,2026-01-25,3.0
0,2.0,Atalanta,2,4,3.0,H,H,Parma,0,2026-01-25,3.0
1,2.0,Genoa,1,3,3.0,D,H,Bologna,2,2026-01-25,3.0
0,2.0,Juventus,1,3,3.0,H,H,Napoli,0,2026-01-25,3.0
0,2.0,Roma,0,1,3.0,D,D,Milan,1,2026-01-25,3.0
1,2.0,Verona,0,1,3.0,A,A,Udinese,3,2026-01-26,3.0
1,2.0,Lazio,1,3,3.0,D,H,Genoa,2,2026-01-30,3.0
1,2.0,Pisa,0,1,3.0,A,A,Sassuolo,3,2026-01-31,3.0
0,2.0,Napoli,1,2,3.0,H,H,Fiorentina,1,2026-01-31,3.0
0,2.0,Cagliari,2,4,3.0,H,H,Verona,0,2026-01-31,3.0
0,2.0,Torino,0,1,3.0,D,H,Lecce,0,2026-02-01,3.0
0,2.0,Como,0,0,3.0,D,D,Atalanta,0,2026-02-01,3.0
1,2.0,Cremonese,0,0,3.0,A,A,Inter,2,2026-02-01,3.0
2,2.0,Parma,0,1,3.0,A,A,Juventus,4,2026-02-01,3.0
0,2.0,Udinese,0,1,3.0,D,H,Roma,0,2026-02-02,3.0
1,2.0,Bologna,0,0,3.0,A,A,Milan,3,2026-02-03,3.0
0,2.0,Verona,0,0,3.0,D,D,Pisa,0,2026-02-06,3.0
1,2.0,Genoa,1,2,3.0,D,A,Napoli,3,2026-02-07,3.0
1,2.0,Fiorentina,1,2,3.0,D,D,Torino,2,2026-02-07,3.0
0,2.0,Bologna,0,0,3.0,D,A,Parma,1,2026-02-08,3.0
0,2.0,Lecce,1,2,3.0,H,H,Udinese,1,2026-02-08,3.0
2,2.0,Sassuolo,0,0,3.0,A,A,Inter,5,2026-02-08,3.0
1,2.0,Juventus,1,2,3.0,D,D,Lazio,2,2026-02-08,3.0
0,2.0,Atalanta,1,2,3.0,H,H,Cremonese,1,2026-02-09,3.0
0,2.0,Roma,1,2,3.0,H,H,Cagliari,0,2026-02-09,3.0
1,2.0,Pisa,0,1,3.0,A,A,Milan,2,2026-02-13,3.0
1,2.0,Como,0,1,3.0,A,A,Fiorentina,2,2026-02-14,3.0
1,2.0,Lazio,0,0,3.0,A,A,Atalanta,2,2026-02-14,3.0
1,2.0,Inter,1,3,3.0,D,H,Juventus,2,2026-02-14,3.0
1,2.0,Udinese,0,1,3.0,A,A,Sassuolo,2,2026-02-15,3.0
0,2.0,Parma,1,2,3.0,H,H,Verona,1,2026-02-15,3.0
0,2.0,Cremonese,0,0,3.0,D,D,Genoa,0,2026-02-15,3.0
1,2.0,Torino,0,1,3.0,A,A,Bologna,2,2026-02-15,3.0
1,2.0,Napoli,1,2,3.0,D,D,Roma,2,2026-02-15,3.0
1,2.0,Cagliari,0,0,3.0,A,A,Lecce,2,2026-02-16,3.0
0,2.0,Milan,0,1,3.0,D,D,Como,1,2026-02-18,3.0
0,2.0,Sassuolo,1,3,3.0,H,H,Verona,0,2026-02-20,3.0
1,2.0,Juventus,0,0,3.0,A,A,Como,2,2026-02-21,3.0
1,2.0,Lecce,0,0,3.0,A,A,Inter,2,2026-02-21,3.0
0,2.0,Cagliari,0,0,3.0,D,D,Lazio,0,2026-02-21,3.0
0,2.0,Genoa,1,3,3.0,H,H,Torino,0,2026-02-22,3.0
0,2.0,Atalanta,1,2,3.0,H,H,Napoli,1,2026-02-22,3.0
0,2.0,Milan,0,0,3.0,D,A,Parma,1,2026-02-22,3.0
0,2.0,Roma,1,3,3.0,H,H,Cremonese,0,2026-02-22,3.0
0,2.0,Fiorentina,0,1,3.0,D,H,Pisa,0,2026-02-23,3.0
0,2.0,Bologna,0,1,3.0,D,H,Udinese,0,2026-02-23,3.0
0,2.0,Parma,0,1,3.0,D,D,Cagliari,1,2026-02-27,3.0
0,2.0,Como,1,3,3.0,H,H,Lecce,1,2026-02-28,3.0
1,2.0,Verona,0,1,3.0,A,A,Napoli,2,2026-02-28,3.0
0,2.0,Inter,1,2,3.0,H,H,Genoa,0,2026-02-28,3.0
1,2.0,Cremonese,0,0,3.0,A,A,Milan,2,2026-03-01,3.0
0,2.0,Sassuolo,1,2,3.0,H,H,Atalanta,1,2026-03-01,3.0
0,2.0,Torino,1,2,3.0,H,H,Lazio,0,2026-03-01,3.0
1,2.0,Roma,1,3,3.0,D,D,Juventus,3,2026-03-01,3.0
0,2.0,Pisa,0,0,3.0,D,A,Bologna,1,2026-03-02,3.0
0,2.0,Udinese,1,3,3.0,H,H,Fiorentina,0,2026-03-02,3.0
0,2.0,Napoli,1,2,3.0,H,H,Torino,1,2026-03-06,3.0
1,2.0,Cagliari,0,1,3.0,A,A,Como,2,2026-03-07,3.0
1,2.0,Atalanta,1,2,3.0,D,D,Udinese,2,2026-03-07,3.0
0,2.0,Juventus,2,4,3.0,H,H,Pisa,0,2026-03-07,3.0
0,2.0,Lecce,1,2,3.0,H,H,Cremonese,1,2026-03-08,3.0
1,2.0,Bologna,0,1,3.0,A,A,Verona,2,2026-03-08,3.0
0,2.0,Fiorentina,0,0,3.0,D,D,Parma,0,2026-03-08,3.0
0,2.0,Genoa,1,2,3.0,H,H,Roma,1,2026-03-08,3.0
0,2.0,Milan,0,1,3.0,D,H,Inter,0,2026-03-08,3.0
0,2.0,Lazio,1,2,3.0,H,H,Sassuolo,1,2026-03-09,3.0
0,2.0,Torino,2,4,3.0,H,H,Parma,1,2026-03-13,3.0
0,2.0,Inter,0,1,3.0,D,D,Atalanta,1,2026-03-14,3.0
0,2.0,Napoli,1,2,3.0,H,H,Lecce,1,2026-03-14,3.0
0,2.0,Udinese,0,0,3.0,D,A,Juventus,1,2026-03-14,3.0
1,2.0,Verona,0,0,3.0,A,A,Genoa,2,2026-03-15,3.0
0,2.0,Pisa,1,3,3.0,H,H,Cagliari,1,2026-03-15,3.0
0,2.0,Sassuolo,0,0,3.0,D,A,Bologna,1,2026-03-15,3.0
0,2.0,Como,1,2,3.0,H,H,Roma,1,2026-03-15,3.0
0,2.0,Lazio,0,1,3.0,D,H,Milan,0,2026-03-15,3.0
2,2.0,Cremonese,0,1,3.0,A,A,Fiorentina,4,2026-03-16,3.0
0,2.0,Cagliari,0,0,3.0,D,A,Napoli,1,2026-03-20,3.0
1,2.0,Genoa,0,0,3.0,A,A,Udinese,2,2026-03-20,3.0
1,2.0,Parma,0,0,3.0,A,A,Cremonese,2,2026-03-21,3.0
1,2.0,Milan,1,3,3.0,D,H,Torino,2,2026-03-21,3.0
0,2.0,Juventus,0,1,3.0,D,D,Sassuolo,1,2026-03-21,3.0
0,2.0,Como,2,5,3.0,H,H,Pisa,0,2026-03-22,3.0
0,2.0,Atalanta,0,1,3.0,D,H,Verona,0,2026-03-22,3.0
1,2.0,Bologna,0,0,3.0,A,A,Lazio,2,2026-03-22,3.0
0,2.0,Roma,0,1,3.0,D,H,Lecce,0,2026-03-22,3.0
0,2.0,Fiorentina,0,1,3.0,D,D,Inter,1,2026-03-22,3.0
0,2.0,Sassuolo,1,2,3.0,H,H,Cagliari,1,2026-04-04,3.0
0,2.0,Verona,0,0,3.0,D,A,Fiorentina,1,2026-04-04,3.0
0,2.0,Lazio,0,1,3.0,D,D,Parma,1,2026-04-04,3.0
1,2.0,Cremonese,0,1,3.0,A,A,Bologna,2,2026-04-05,3.0
0,2.0,Pisa,0,0,3.0,D,A,Torino,1,2026-04-05,3.0
1,2.0,Inter,2,5,3.0,H,H,Roma,2,2026-04-05,3.0
0,2.0,Udinese,0,0,3.0,D,D,Como,0,2026-04-06,3.0
1,2.0,Lecce,0,0,3.0,A,A,Atalanta,3,2026-04-06,3.0
0,2.0,Juventus,1,2,3.0,H,H,Genoa,0,2026-04-06,3.0
0,2.0,Napoli,0,1,3.0,D,H,Milan,0,2026-04-06,3.0
0,2.0,Arsenal,0,0,3.0,D,D,Liverpool,0,2026-01-08,3.0
0,2.0,Man United,1,2,3.0,H,H,Man City,0,2026-01-17,3.0
0,2.0,Sunderland AFC,1,2,3.0,H,H,Crystal Palace,1,2026-01-17,3.0
0,2.0,Chelsea,1,2,3.0,H,H,Brentford,0,2026-01-17,3.0
0,2.0,Liverpool,0,1,3.0,D,D,Burnley,1,2026-01-17,3.0
0,2.0,Leeds United,0,1,3.0,D,H,Fulham,0,2026-01-17,3.0
1,2.0,Tottenham,0,1,3.0,A,A,West Ham,2,2026-01-17,3.0
0,2.0,Nottingham Forest,0,0,3.0,D,D,Arsenal,0,2026-01-17,3.0
0,2.0,Wolves,0,0,3.0,D,D,Newcastle,0,2026-01-18,3.0
0,2.0,Aston Villa,0,0,3.0,D,A,Everton,1,2026-01-18,3.0
0,2.0,Brighton,0,1,3.0,D,D,Bournemouth,1,2026-01-19,3.0
0,2.0,West Ham,1,3,3.0,H,H,Sunderland AFC,1,2026-01-24,3.0
1,2.0,Burnley,1,2,3.0,D,D,Tottenham,2,2026-01-24,3.0
0,2.0,Fulham,1,2,3.0,H,H,Brighton,1,2026-01-24,3.0
0,2.0,Man City,1,2,3.0,H,H,Wolves,0,2026-01-24,3.0
1,2.0,Bournemouth,1,3,3.0,D,H,Liverpool,2,2026-01-24,3.0
1,2.0,Crystal Palace,0,1,3.0,A,A,Chelsea,3,2026-01-25,3.0
1,2.0,Brentford,0,0,3.0,A,A,Nottingham Forest,2,2026-01-25,3.0
1,2.0,Newcastle,0,0,3.0,A,A,Aston Villa,2,2026-01-25,3.0
1,2.0,Arsenal,1,2,3.0,D,A,Man United,3,2026-01-25,3.0
0,2.0,Everton,0,1,3.0,D,D,Leeds United,1,2026-01-26,3.0
0,2.0,Brighton,0,1,3.0,D,D,Everton,1,2026-01-31,3.0
2,2.0,Leeds United,0,0,3.0,A,A,Arsenal,4,2026-01-31,3.0
1,2.0,Wolves,0,0,3.0,A,A,Bournemouth,2,2026-01-31,3.0
1,2.0,Chelsea,1,3,3.0,D,H,West Ham,2,2026-01-31,3.0
0,2.0,Liverpool,2,4,3.0,H,H,Newcastle,1,2026-01-31,3.0
0,2.0,Aston Villa,0,0,3.0,D,A,Brentford,1,2026-02-01,3.0
1,2.0,Man United,1,3,3.0,D,H,Fulham,2,2026-02-01,3.0
0,2.0,Nottingham Forest,0,1,3.0,D,D,Crystal Palace,1,2026-02-01,3.0
1,2.0,Tottenham,1,2,3.0,D,D,Man City,2,2026-02-01,3.0
0,2.0,Sunderland AFC,1,3,3.0,H,H,Burnley,0,2026-02-02,3.0
0,2.0,Leeds United,1,3,3.0,H,H,Nottingham Forest,1,2026-02-06,3.0
0,2.0,Man United,1,2,3.0,H,H,Tottenham,0,2026-02-07,3.0
0,2.0,Bournemouth,0,1,3.0,D,D,Aston Villa,1,2026-02-07,3.0
0,2.0,Arsenal,1,3,3.0,H,H,Sunderland AFC,0,2026-02-07,3.0
1,2.0,Burnley,0,0,3.0,A,A,West Ham,2,2026-02-07,3.0
1,2.0,Fulham,0,1,3.0,A,A,Everton,2,2026-02-07,3.0
1,2.0,Wolves,0,1,3.0,A,A,Chelsea,3,2026-02-07,3.0
1,2.0,Newcastle,1,2,3.0,D,A,Brentford,3,2026-02-07,3.0
0,2.0,Brighton,0,0,3.0,D,A,Crystal Palace,1,2026-02-08,3.0
1,2.0,Liverpool,0,1,3.0,A,A,Man City,2,2026-02-08,3.0
1,2.0,Chelsea,1,2,3.0,D,D,Leeds United,2,2026-02-10,3.0
1,2.0,Everton,0,1,3.0,A,A,Bournemouth,2,2026-02-10,3.0
1,2.0,Tottenham,0,1,3.0,A,A,Newcastle,2,2026-02-10,3.0
0,2.0,West Ham,0,1,3.0,D,D,Man United,1,2026-02-10,3.0
0,2.0,Aston Villa,0,1,3.0,D,H,Brighton,0,2026-02-11,3.0
0,2.0,Man City,1,3,3.0,H,H,Fulham,0,2026-02-11,3.0
0,2.0,Nottingham Forest,0,0,3.0,D,D,Wolves,0,2026-02-11,3.0
1,2.0,Crystal Palace,1,2,3.0,D,A,Burnley,3,2026-02-11,3.0
0,2.0,Sunderland AFC,0,0,3.0,D,A,Liverpool,1,2026-02-11,3.0
0,2.0,Brentford,0,1,3.0,D,D,Arsenal,1,2026-02-12,3.0
1,2.0,Wolves,1,2,3.0,D,D,Arsenal,2,2026-02-18,3.0
0,2.0,Aston Villa,0,1,3.0,D,D,Leeds United,1,2026-02-21,3.0
1,2.0,Brentford,0,0,3.0,A,A,Brighton,2,2026-02-21,3.0
0,2.0,Chelsea,0,1,3.0,D,D,Burnley,1,2026-02-21,3.0
0,2.0,West Ham,0,0,3.0,D,D,Bournemouth,0,2026-02-21,3.0
0,2.0,Man City,1,2,3.0,H,H,Newcastle,1,2026-02-21,3.0
1,2.0,Sunderland AFC,0,1,3.0,A,A,Fulham,3,2026-02-22,3.0
0,2.0,Crystal Palace,0,1,3.0,D,H,Wolves,0,2026-02-22,3.0
0,2.0,Nottingham Forest,0,0,3.0,D,A,Liverpool,1,2026-02-22,3.0
2,2.0,Tottenham,0,1,3.0,A,A,Arsenal,4,2026-02-22,3.0
0,2.0,Everton,0,0,3.0,D,A,Man United,1,2026-02-23,3.0
0,2.0,Wolves,1,2,3.0,H,H,Aston Villa,0,2026-02-27,3.0
0,2.0,Bournemouth,0,1,3.0,D,D,Sunderland AFC,1,2026-02-28,3.0
2,2.0,Burnley,1,3,3.0,A,A,Brentford,4,2026-02-28,3.0
1,2.0,Liverpool,2,5,3.0,H,H,West Ham,2,2026-02-28,3.0
1,2.0,Newcastle,1,2,3.0,D,A,Everton,3,2026-02-28,3.0
0,2.0,Leeds United,0,0,3.0,D,A,Man City,1,2026-02-28,3.0
0,2.0,Brighton,1,2,3.0,H,H,Nottingham Forest,1,2026-03-01,3.0
0,2.0,Fulham,1,2,3.0,H,H,Tottenham,1,2026-03-01,3.0
0,2.0,Man United,1,2,3.0,H,H,Crystal Palace,1,2026-03-01,3.0
0,2.0,Arsenal,1,2,3.0,H,H,Chelsea,1,2026-03-01,3.0
0,2.0,Bournemouth,0,0,3.0,D,D,Brentford,0,2026-03-03,3.0
0,2.0,Everton,1,2,3.0,H,H,Burnley,0,2026-03-03,3.0
0,2.0,Leeds United,0,0,3.0,D,A,Sunderland AFC,1,2026-03-03,3.0
0,2.0,Wolves,1,2,3.0,H,H,Liverpool,1,2026-03-03,3.0
2,2.0,Aston Villa,0,1,3.0,A,A,Chelsea,4,2026-03-04,3.0
0,2.0,Brighton,0,0,3.0,D,A,Arsenal,1,2026-03-04,3.0
0,2.0,Fulham,0,0,3.0,D,A,West Ham,1,2026-03-04,3.0
1,2.0,Man City,1,2,3.0,D,D,Nottingham Forest,2,2026-03-04,3.0
0,2.0,Newcastle,1,2,3.0,H,H,Man United,1,2026-03-04,3.0
1,2.0,Tottenham,0,1,3.0,A,A,Crystal Palace,3,2026-03-05,3.0
0,2.0,Sunderland AFC,0,0,3.0,D,A,Brighton,1,2026-03-14,3.0
0,2.0,Burnley,0,0,3.0,D,D,Bournemouth,0,2026-03-14,3.0
0,2.0,Arsenal,1,2,3.0,H,H,Everton,0,2026-03-14,3.0
0,2.0,Chelsea,0,0,3.0,D,A,Newcastle,1,2026-03-14,3.0
0,2.0,West Ham,0,1,3.0,D,D,Man City,1,2026-03-14,3.0
0,2.0,Crystal Palace,0,0,3.0,D,D,Leeds United,0,2026-03-15,3.0
0,2.0,Man United,1,3,3.0,H,H,Aston Villa,1,2026-03-15,3.0
0,2.0,Nottingham Forest,0,0,3.0,D,D,Fulham,0,2026-03-15,3.0
0,2.0,Liverpool,0,1,3.0,D,D,Tottenham,1,2026-03-15,3.0
1,2.0,Brentford,1,2,3.0,D,D,Wolves,2,2026-03-16,3.0
1,2.0,Bournemouth,1,2,3.0,D,D,Man United,2,2026-03-20,3.0
0,2.0,Leeds United,0,0,3.0,D,D,Brentford,0,2026-03-21,3.0
1,2.0,Newcastle,0,1,3.0,A,A,Sunderland AFC,2,2026-03-22,3.0
1,2.0,Tottenham,0,0,3.0,A,A,Nottingham Forest,3,2026-03-22,3.0
1,2.0,Getafe,0,1,3.0,A,A,Real Sociedad,2,2026-01-09,3.0
0,2.0,Real Oviedo,0,1,3.0,D,D,Betis,1,2026-01-10,3.0
0,2.0,Villarreal,1,3,3.0,H,H,Alaves,1,2026-01-10,3.0
0,2.0,Girona,0,1,3.0,D,H,Osasuna,0,2026-01-10,3.0
0,2.0,Valencia,0,1,3.0,D,D,Elche,1,2026-01-10,3.0
0,2.0,Rayo Vallecano,1,2,3.0,H,H,Mallorca,1,2026-01-11,3.0
0,2.0,Levante,0,1,3.0,D,D,Espanyol,1,2026-01-11,3.0
0,2.0,Siviglia,0,0,3.0,D,A,Celta Vigo,1,2026-01-12,3.0
1,2.0,Espanyol,0,0,3.0,A,A,Girona,2,2026-01-16,3.0
0,2.0,Real Madrid,1,2,3.0,H,H,Levante,0,2026-01-17,3.0
1,2.0,Mallorca,1,3,3.0,D,H,Athletic Bilbao,2,2026-01-17,3.0
1,2.0,Osasuna,1,3,3.0,D,H,Real Oviedo,2,2026-01-17,3.0
0,2.0,Betis,1,2,3.0,H,H,Villarreal,0,2026-01-17,3.0
0,2.0,Getafe,0,0,3.0,D,A,Valencia,1,2026-01-18,3.0
0,2.0,Atletico Madrid,0,1,3.0,D,H,Alaves,0,2026-01-18,3.0
0,2.0,Celta Vigo,1,3,3.0,H,H,Rayo Vallecano,0,2026-01-18,3.0
0,2.0,Real Sociedad,1,2,3.0,H,H,Barcelona,1,2026-01-18,3.0
1,2.0,Elche,1,2,3.0,D,D,Siviglia,2,2026-01-19,3.0
1,2.0,Levante,1,3,3.0,D,H,Elche,2,2026-01-23,3.0
1,2.0,Rayo Vallecano,0,1,3.0,A,A,Osasuna,3,2026-01-24,3.0
