HTAG,B365H,HomeTeam,HTHG,FTHG,B365D,HTR,FTR,AwayTeam,FTAG,Date,B365A
0,1.91,Napoli,2,2,3.7,H,H,Milan,1,30/03/2025,3.75
0,2.4,Verona,0,0,3.1,D,D,Parma,0,31/03/2025,3.1
0,1.75,Lazio,0,1,3.3,D,D,Torino,1,31/03/2025,5.25
0,2.45,Genoa,0,1,2.88,D,H,Udinese,0,04/04/2025,3.4
2,5.0,Monza,1,1,3.8,A,A,Como,3,05/04/2025,1.7
2,6.5,Parma,0,2,4.5,A,D,Inter,2,05/04/2025,1.48
2,1.9,Milan,1,2,3.5,A,D,Fiorentina,2,05/04/2025,4.2
0,2.3,Lecce,0,1,3.1,D,D,Venezia,1,06/04/2025,3.4
0,2.45,Empoli,0,0,3.0,D,D,Cagliari,0,06/04/2025,3.1
0,1.8,Torino,0,1,3.2,D,D,Verona,1,06/04/2025,5.25
0,1.7,Atalanta,0,0,3.8,D,A,Lazio,1,06/04/2025,5.0
1,2.5,Roma,0,1,3.1,A,D,Juventus,1,06/04/2025,3.0
1,2.9,Bologna,0,1,3.0,A,D,Napoli,1,07/04/2025,2.7
2,4.0,Udinese,0,0,3.6,A,A,Milan,4,11/04/2025,1.91
0,1.73,Venezia,0,1,3.6,D,H,Monza,0,12/04/2025,5.0
0,1.33,Inter,2,3,5.25,H,H,Cagliari,1,12/04/2025,8.0
0,1.33,Juventus,2,2,4.5,H,H,Lecce,1,12/04/2025,10.0
0,1.95,Atalanta,2,2,3.5,H,H,Bologna,0,13/04/2025,3.9
0,1.73,Fiorentina,0,0,3.8,D,D,Parma,0,13/04/2025,4.75
0,3.0,Verona,0,0,2.9,D,D,Genoa,0,13/04/2025,2.63
0,1.91,Como,1,1,3.5,H,H,Torino,0,13/04/2025,4.1
0,2.8,Lazio,0,1,3.2,D,D,Roma,1,13/04/2025,2.63
0,1.33,Napoli,1,3,5.0,H,H,Empoli,0,14/04/2025,9.5
1,3.75,Lecce,0,0,3.3,A,A,Como,3,19/04/2025,2.05
0,13.0,Monza,0,0,5.0,D,A,Napoli,1,19/04/2025,1.29
0,1.4,Roma,1,1,4.5,H,H,Verona,0,19/04/2025,8.5
0,2.25,Empoli,0,2,3.0,D,D,Venezia,2,20/04/2025,3.6
0,3.4,Bologna,0,1,3.1,D,H,Inter,0,20/04/2025,2.3
0,2.5,Milan,0,0,3.4,D,A,Atalanta,1,20/04/2025,2.75
1,3.1,Cagliari,1,1,3.1,D,A,Fiorentina,2,23/04/2025,2.45
1,3.3,Genoa,0,0,3.2,A,A,Lazio,2,23/04/2025,2.3
0,4.75,Parma,1,1,3.6,H,H,Juventus,0,23/04/2025,1.75
0,2.4,Torino,1,2,2.9,H,H,Udinese,0,23/04/2025,3.3
0,1.85,Como,0,1,3.4,D,H,Genoa,0,27/04/2025,4.75
1,4.75,Venezia,0,0,4.0,A,A,Milan,2,27/04/2025,1.7
0,1.83,Fiorentina,2,2,3.5,H,H,Empoli,1,27/04/2025,4.5
1,1.73,Inter,0,0,3.8,A,A,Roma,1,27/04/2025,4.75
0,1.2,Juventus,2,2,7.5,H,H,Monza,0,27/04/2025,12.0
1,1.25,Atalanta,0,1,6.0,A,D,Lecce,1,27/04/2025,11.0
0,1.42,Napoli,2,2,4.33,H,H,Torino,0,27/04/2025,8.0
0,4.5,Udinese,0,0,3.5,D,D,Bologna,0,28/04/2025,1.85
1,1.53,Lazio,0,2,4.5,A,D,Parma,2,28/04/2025,5.75
1,2.5,Verona,0,0,2.75,A,A,Cagliari,2,28/04/2025,3.5
1,2.5,Torino,0,1,2.88,A,D,Venezia,1,02/05/2025,3.25
1,2.2,Cagliari,1,1,3.2,D,A,Udinese,2,03/05/2025,3.5
0,3.1,Parma,0,0,3.3,D,A,Como,1,03/05/2025,2.3
1,7.0,Lecce,0,0,3.8,A,A,Napoli,1,03/05/2025,1.55
0,1.3,Inter,1,1,5.25,H,H,Verona,0,03/05/2025,10.0
1,4.33,Empoli,0,0,3.6,A,A,Lazio,1,04/05/2025,1.83
2,13.0,Monza,0,0,6.0,A,A,Atalanta,4,04/05/2025,1.22
0,1.65,Roma,1,1,3.7,H,H,Fiorentina,0,04/05/2025,5.5
1,2.4,Bologna,0,1,3.1,A,D,Juventus,1,04/05/2025,3.2
0,4.75,Genoa,0,1,3.7,D,A,Milan,2,05/05/2025,1.8
0,2.3,Milan,0,3,3.4,D,H,Bologna,1,09/05/2025,3.0
1,1.73,Como,2,3,3.8,H,H,Cagliari,1,10/05/2025,4.75
0,2.45,Lazio,0,1,3.2,D,D,Juventus,1,10/05/2025,3.0
0,2.15,Empoli,1,2,3.3,H,H,Parma,1,10/05/2025,3.5
0,1.48,Udinese,0,1,4.2,D,A,Monza,2,11/05/2025,7.0
1,2.15,Verona,1,1,3.0,D,D,Lecce,1,11/05/2025,3.75
1,5.75,Torino,0,0,4.0,A,A,Inter,2,11/05/2025,1.57
1,1.3,Napoli,1,2,5.25,D,D,Genoa,2,11/05/2025,11.0
0,3.1,Venezia,0,2,3.2,D,H,Fiorentina,1,12/05/2025,2.38
1,1.95,Atalanta,1,2,3.6,D,H,Roma,1,12/05/2025,3.75
0,4.5,Genoa,1,2,3.9,H,A,Atalanta,3,17/05/2025,1.75
0,2.6,Cagliari,2,3,3.0,H,H,Venezia,0,18/05/2025,3.0
0,2.75,Fiorentina,1,3,3.0,H,H,Bologna,2,18/05/2025,2.75
0,1.62,Inter,1,2,4.2,H,D,Lazio,2,18/05/2025,5.0
0,1.38,Juventus,0,2,4.75,D,H,Udinese,0,18/05/2025,8.5
0,1.83,Lecce,0,1,3.4,D,H,Torino,0,18/05/2025,4.6
0,5.0,Monza,1,1,3.6,H,A,Empoli,3,18/05/2025,1.73
0,6.25,Parma,0,0,4.2,D,D,Napoli,0,18/05/2025,1.5
1,2.3,Roma,1,3,3.6,D,H,Milan,1,18/05/2025,2.9
1,3.5,Verona,0,1,3.3,A,D,Como,1,18/05/2025,2.15
1,5.0,Como,0,0,4.2,A,A,Inter,2,23/05/2025,1.65
0,1.2,Napoli,1,2,7.0,H,H,Cagliari,0,23/05/2025,12.0
3,1.5,Bologna,0,1,4.5,A,A,Genoa,3,24/05/2025,6.0
0,1.22,Milan,0,2,7.0,D,H,Monza,0,24/05/2025,11.0
0,1.75,Atalanta,2,2,3.5,H,A,Parma,3,25/05/2025,5.0
1,1.95,Empoli,1,1,3.2,D,A,Verona,2,25/05/2025,4.33
1,1.53,Lazio,0,0,3.7,A,A,Lecce,1,25/05/2025,7.5
1,5.5,Torino,0,0,4.2,A,A,Roma,2,25/05/2025,1.57
0,3.7,Udinese,1,2,3.6,H,A,Fiorentina,3,25/05/2025,2.0
2,5.75,Venezia,1,2,4.33,A,A,Juventus,3,25/05/2025,1.53
0,1.9,Genoa,0,0,3.3,D,D,Lecce,0,23/08/2025,4.5
1,6.0,Sassuolo,0,0,4.0,A,A,Napoli,2,23/08/2025,1.57
1,1.33,Milan,1,1,5.25,D,A,Cremonese,2,23/08/2025,9.0
0,2.1,Roma,0,1,3.3,D,H,Bologna,0,23/08/2025,3.5
0,3.25,Cagliari,0,1,3.3,D,D,Fiorentina,1,24/08/2025,2.25
0,2.4,Como,0,2,3.25,D,H,Lazio,0,24/08/2025,3.0
1,1.4,Atalanta,0,1,5.0,A,D,Pisa,1,24/08/2025,7.0
0,1.42,Juventus,0,2,4.75,D,H,Parma,0,24/08/2025,7.5
0,1.95,Udinese,0,1,3.3,D,D,Verona,1,25/08/2025,4.1
0,1.42,Inter,2,5,4.75,H,H,Torino,0,25/08/2025,7.5
0,2.6,Cremonese,2,3,3.2,H,H,Sassuolo,2,29/08/2025,2.75
0,6.0,Lecce,0,0,3.9,D,A,Milan,2,29/08/2025,1.57
0,2.45,Bologna,0,1,3.1,D,H,Como,0,30/08/2025,3.1
0,4.1,Parma,0,1,3.5,D,D,Atalanta,1,30/08/2025,1.91
0,1.3,Napoli,0,1,5.0,D,H,Cagliari,0,30/08/2025,11.0
0,5.25,Pisa,0,0,3.6,D,A,Roma,1,30/08/2025,1.7
0,4.5,Genoa,0,0,3.4,D,A,Juventus,1,31/08/2025,1.85
0,3.2,Torino,0,0,3.1,D,D,Fiorentina,0,31/08/2025,2.4
2,1.3,Inter,1,1,5.25,A,A,Udinese,2,31/08/2025,9.5
0,1.48,Lazio,3,4,4.33,H,H,Verona,0,31/08/2025,7.0
0,2.15,Cagliari,1,2,3.2,H,H,Parma,0,13/09/2025,3.6
1,2.75,Juventus,2,4,3.0,H,H,Inter,3,13/09/2025,2.75
2,3.5,Fiorentina,0,1,3.1,A,A,Napoli,3,13/09/2025,2.25
0,1.5,Roma,0,0,4.1,D,A,Torino,1,14/09/2025,7.0
0,1.4,Atalanta,1,4,4.5,H,H,Lecce,1,14/09/2025,8.5
1,2.75,Pisa,0,0,3.1,A,A,Udinese,1,14/09/2025,2.75
0,3.5,Sassuolo,0,1,3.6,D,H,Lazio,0,14/09/2025,2.05
0,1.91,Milan,0,1,3.4,D,H,Bologna,0,14/09/2025,4.2
0,2.38,Verona,0,0,3.1,D,D,Cremonese,0,15/09/2025,3.2
0,1.62,Como,1,1,3.75,H,D,Genoa,1,15/09/2025,6.0
1,2.88,Lecce,1,1,2.9,D,A,Cagliari,2,19/09/2025,2.75
0,1.83,Bologna,0,2,3.2,D,H,Genoa,1,20/09/2025,5.25
1,6.5,Verona,1,1,3.9,D,D,Juventus,1,20/09/2025,1.55
1,4.33,Udinese,0,0,3.6,A,A,Milan,3,20/09/2025,1.83
1,2.8,Lazio,0,0,3.1,A,A,Roma,1,21/09/2025,2.63
0,2.55,Cremonese,0,0,3.2,D,D,Parma,0,21/09/2025,2.88
3,3.25,Torino,0,0,3.4,A,A,Atalanta,3,21/09/2025,2.2
0,2.6,Fiorentina,1,1,3.2,H,A,Como,2,21/09/2025,2.8
0,1.29,Inter,1,2,5.5,H,H,Sassuolo,1,21/09/2025,12.0
0,1.27,Napoli,1,3,5.75,H,H,Pisa,2,22/09/2025,12.0
0,1.45,Como,1,1,4.33,H,D,Cremonese,1,27/09/2025,8.0
1,1.85,Juventus,0,1,3.6,A,D,Atalanta,1,27/09/2025,4.2
1,6.0,Cagliari,0,0,4.2,A,A,Inter,2,27/09/2025,1.53
0,2.3,Sassuolo,2,3,3.2,H,H,Udinese,1,28/09/2025,3.3
0,3.3,Pisa,0,0,3.25,D,D,Fiorentina,0,28/09/2025,2.25
0,1.42,Roma,1,2,4.2,H,H,Verona,0,28/09/2025,8.5
1,4.2,Lecce,1,2,3.0,D,D,Bologna,2,28/09/2025,2.05
0,2.35,Milan,2,2,3.1,H,H,Napoli,1,28/09/2025,3.2
0,2.3,Parma,1,2,3.1,H,H,Torino,1,29/09/2025,3.4
2,3.0,Genoa,0,0,3.0,A,A,Lazio,3,29/09/2025,2.6
0,2.5,Verona,0,0,3.1,D,A,Sassuolo,1,03/10/2025,3.0
1,1.7,Lazio,2,3,3.6,H,D,Torino,3,04/10/2025,5.25
1,1.85,Parma,0,0,3.7,A,A,Lecce,1,04/10/2025,4.1
0,1.2,Inter,2,4,6.5,H,H,Cremonese,1,04/10/2025,15.0
1,2.2,Atalanta,1,1,3.4,D,D,Como,1,04/10/2025,3.25
1,2.15,Udinese,0,1,3.2,A,D,Cagliari,1,05/10/2025,3.6
0,1.6,Bologna,3,4,3.9,H,H,Pisa,0,05/10/2025,5.75
2,3.0,Fiorentina,1,1,3.3,A,A,Roma,2,05/10/2025,2.4
1,1.48,Napoli,0,2,4.0,A,H,Genoa,1,05/10/2025,8.0
0,2.7,Juventus,0,0,3.2,D,D,Milan,0,05/10/2025,2.7
0,2.9,Lecce,0,0,3.2,D,D,Sassuolo,0,18/10/2025,2.5
0,2.55,Pisa,0,0,3.1,D,D,Verona,0,18/10/2025,2.9
0,5.25,Torino,1,1,3.3,H,H,Napoli,0,18/10/2025,1.8
1,3.3,Roma,0,0,3.25,A,A,Inter,1,18/10/2025,2.25
0,2.88,Como,1,2,3.25,H,H,Juventus,0,19/10/2025,2.5
1,3.6,Cagliari,0,0,3.3,A,A,Bologna,2,19/10/2025,2.1
0,2.1,Genoa,0,0,3.0,D,D,Parma,0,19/10/2025,4.0
0,1.73,Atalanta,0,0,4.0,D,D,Lazio,0,19/10/2025,4.5
0,1.5,Milan,0,2,4.33,D,H,Fiorentina,1,19/10/2025,6.5
0,3.0,Cremonese,1,1,3.25,H,D,Udinese,1,20/10/2025,2.4
0,1.3,Milan,1,2,5.5,H,D,Pisa,2,24/10/2025,10.0
0,3.9,Parma,0,0,3.5,D,D,Como,0,25/10/2025,1.95
0,1.8,Udinese,2,3,3.4,H,H,Lecce,2,25/10/2025,4.75
0,3.0,Napoli,1,3,3.1,H,H,Inter,1,25/10/2025,2.4
0,5.0,Cremonese,0,1,4.2,D,D,Atalanta,1,25/10/2025,1.62
1,2.25,Torino,0,2,2.9,A,H,Genoa,1,26/10/2025,3.5
1,4.5,Sassuolo,0,0,3.5,A,A,Roma,1,26/10/2025,1.85
0,2.25,Verona,1,2,3.0,H,D,Cagliari,2,26/10/2025,3.6
1,2.7,Fiorentina,0,2,3.1,A,D,Bologna,2,26/10/2025,2.75
0,3.2,Lazio,1,1,3.25,H,H,Juventus,0,26/10/2025,2.3
0,6.5,Lecce,0,0,3.75,D,A,Napoli,1,28/10/2025,1.55
1,2.63,Atalanta,1,1,3.2,D,D,Milan,1,28/10/2025,2.75
1,1.6,Como,1,3,3.6,D,H,Verona,1,29/10/2025,6.5
1,1.44,Juventus,1,3,4.1,D,H,Udinese,1,29/10/2025,8.5
0,1.53,Roma,0,2,3.75,D,H,Parma,1,29/10/2025,7.5
0,1.75,Bologna,0,0,3.5,D,D,Torino,0,29/10/2025,5.0
1,1.85,Genoa,0,0,3.25,A,A,Cremonese,2,29/10/2025,4.75
0,1.38,Inter,0,3,4.5,D,H,Fiorentina,0,29/10/2025,8.5
0,2.6,Cagliari,0,1,3.1,D,A,Sassuolo,2,30/10/2025,2.88
0,3.7,Pisa,0,0,3.25,D,D,Lazio,0,30/10/2025,2.1
0,4.5,Udinese,1,1,3.6,H,H,Atalanta,0,01/11/2025,1.8
0,1.95,Napoli,0,0,3.1,D,D,Como,0,01/11/2025,4.5
1,6.5,Cremonese,0,1,4.33,A,A,Juventus,2,01/11/2025,1.5
1,7.5,Verona,1,1,4.5,D,A,Inter,2,02/11/2025,1.42
1,1.62,Fiorentina,0,0,3.8,A,A,Lecce,1,02/11/2025,5.75
2,1.95,Torino,2,2,3.25,D,D,Pisa,2,02/11/2025,4.33
1,4.2,Parma,1,1,3.0,D,A,Bologna,3,02/11/2025,2.05
0,2.2,Milan,1,1,3.0,H,H,Roma,0,02/11/2025,3.7
1,2.45,Sassuolo,0,1,3.0,A,A,Genoa,2,03/11/2025,3.2
0,1.53,Lazio,0,2,3.8,D,H,Cagliari,0,03/11/2025,7.0
0,2.25,Pisa,0,1,3.1,D,H,Cremonese,0,07/11/2025,3.4
0,1.48,Como,0,0,4.5,D,D,Cagliari,0,08/11/2025,6.5
0,2.75,Lecce,0,0,2.9,D,D,Verona,0,08/11/2025,2.9
0,1.5,Juventus,0,0,4.1,D,D,Torino,0,08/11/2025,7.0
2,5.75,Parma,1,2,4.0,A,D,Milan,2,08/11/2025,1.57
1,1.44,Atalanta,0,0,4.5,A,A,Sassuolo,3,09/11/2025,7.0
0,3.0,Bologna,0,2,3.1,D,H,Napoli,0,09/11/2025,2.55
1,2.75,Genoa,1,2,3.0,D,D,Fiorentina,2,09/11/2025,2.75
0,1.55,Roma,1,2,4.0,H,H,Udinese,0,09/11/2025,6.25
0,1.36,Inter,1,2,5.0,H,H,Lazio,0,09/11/2025,8.0
2,2.88,Cagliari,2,3,3.0,D,D,Genoa,3,22/11/2025,2.75
0,3.75,Udinese,0,0,3.2,D,A,Bologna,3,22/11/2025,2.1
1,3.9,Fiorentina,0,1,3.4,A,D,Juventus,1,22/11/2025,2.0
0,2.25,Napoli,3,3,3.25,H,H,Atalanta,1,22/11/2025,3.4
1,2.25,Verona,0,1,3.0,A,A,Parma,2,23/11/2025,3.6
1,6.0,Cremonese,0,1,3.75,A,A,Roma,3,23/11/2025,1.62
0,1.62,Lazio,1,2,3.7,H,H,Lecce,0,23/11/2025,6.25
0,1.9,Inter,0,0,3.5,D,A,Milan,1,23/11/2025,4.0
1,3.5,Torino,1,1,3.25,D,A,Como,5,24/11/2025,2.2
1,2.1,Sassuolo,1,2,3.2,D,D,Pisa,2,24/11/2025,3.75
0,1.73,Como,1,2,3.6,H,H,Sassuolo,0,28/11/2025,5.0
1,2.05,Genoa,1,2,3.0,D,H,Verona,1,29/11/2025,4.2
1,2.7,Parma,0,0,3.0,A,A,Udinese,2,29/11/2025,2.8
1,1.3,Juventus,2,2,5.5,H,H,Cagliari,1,29/11/2025,10.0
0,1.62,Milan,0,1,3.8,D,H,Lazio,0,29/11/2025,5.75
0,3.0,Lecce,2,2,2.88,H,H,Torino,1,30/11/2025,2.7
0,8.0,Pisa,0,0,5.75,D,A,Inter,2,30/11/2025,1.3
0,1.73,Atalanta,1,2,3.75,H,H,Fiorentina,0,30/11/2025,4.75
1,2.6,Roma,0,0,2.88,A,A,Napoli,1,30/11/2025,3.1
2,1.48,Bologna,1,1,4.0,A,A,Cremonese,3,01/12/2025,8.0
1,2.88,Sassuolo,2,3,3.25,H,H,Fiorentina,1,06/12/2025,2.5
0,1.53,Inter,1,4,4.33,H,H,Como,0,06/12/2025,6.0
0,5.0,Verona,2,3,4.0,H,H,Atalanta,1,06/12/2025,1.67
0,2.4,Cremonese,0,2,3.1,D,H,Lecce,0,07/12/2025,3.2
0,5.25,Cagliari,0,1,3.6,D,H,Roma,0,07/12/2025,1.67
1,2.6,Lazio,1,1,3.1,D,D,Bologna,1,07/12/2025,2.9
0,2.35,Napoli,1,2,3.0,H,H,Juventus,1,07/12/2025,3.2
1,2.4,Pisa,0,0,3.0,A,A,Parma,1,08/12/2025,3.3
1,2.4,Udinese,0,1,3.0,A,A,Genoa,2,08/12/2025,3.3
1,4.5,Torino,2,2,3.6,H,A,Milan,3,08/12/2025,1.8
0,2.5,Lecce,0,1,2.88,D,H,Pisa,0,12/12/2025,3.3
0,1.95,Torino,1,1,3.25,H,H,Cremonese,0,13/12/2025,4.2
0,3.6,Parma,0,0,3.3,D,A,Lazio,1,13/12/2025,2.1
0,1.33,Atalanta,1,2,5.0,H,H,Cagliari,1,13/12/2025,9.5
1,1.42,Milan,1,2,4.33,D,D,Sassuolo,2,14/12/2025,8.0
1,1.8,Fiorentina,0,1,3.4,A,A,Verona,2,14/12/2025,4.75
0,4.5,Udinese,0,1,3.4,D,H,Napoli,0,14/12/2025,1.85
2,6.5,Genoa,0,1,4.2,A,A,Inter,2,14/12/2025,1.5
0,2.88,Bologna,0,0,3.25,D,A,Juventus,1,14/12/2025,2.5
0,2.1,Roma,0,1,3.3,D,H,Como,0,15/12/2025,3.6
0,1.62,Lazio,0,0,3.8,D,D,Cremonese,0,20/12/2025,5.75
0,1.95,Juventus,1,2,3.2,H,H,Roma,1,20/12/2025,4.33
1,2.15,Cagliari,0,2,3.1,A,D,Pisa,2,21/12/2025,3.75
0,2.3,Sassuolo,0,0,3.2,D,A,Torino,1,21/12/2025,3.3
0,2.2,Fiorentina,3,5,3.3,H,H,Udinese,1,21/12/2025,3.4
0,4.0,Genoa,0,0,3.4,D,A,Atalanta,1,21/12/2025,1.95
0,3.5,Parma,0,1,3.0,D,H,Fiorentina,0,27/12/2025,2.25
1,4.75,Lecce,0,0,3.3,A,A,Como,3,27/12/2025,1.8
1,1.91,Torino,1,1,3.2,D,A,Cagliari,2,27/12/2025,4.2
0,3.1,Udinese,0,1,3.0,D,D,Lazio,1,27/12/2025,2.45
0,7.5,Pisa,0,0,4.5,D,A,Juventus,2,27/12/2025,1.4
0,1.38,Milan,1,3,4.75,H,H,Verona,0,28/12/2025,8.5
2,6.25,Cremonese,0,0,3.9,A,A,Napoli,2,28/12/2025,1.55
0,1.75,Bologna,0,1,3.6,D,D,Sassuolo,1,28/12/2025,4.75
0,3.5,Atalanta,0,0,3.5,D,A,Inter,1,28/12/2025,2.0
0,1.6,Roma,3,3,3.6,H,H,Genoa,1,29/12/2025,6.25
0,6.0,Cagliari,0,0,3.9,D,A,Milan,1,02/01/2026,1.6
0,1.73,Como,1,1,3.8,H,H,Udinese,0,03/01/2026,4.75
1,1.9,Genoa,1,1,3.1,D,D,Pisa,1,03/01/2026,4.75
1,1.91,Sassuolo,1,1,3.3,D,D,Parma,1,03/01/2026,4.33
1,1.27,Juventus,0,1,5.5,A,D,Lecce,1,03/01/2026,13.0
0,2.3,Atalanta,1,1,3.2,H,H,Roma,0,03/01/2026,3.3
2,3.4,Lazio,0,0,3.1,A,A,Napoli,2,04/01/2026,2.3
0,1.8,Fiorentina,0,1,3.4,D,H,Cremonese,0,04/01/2026,5.0
1,2.7,Verona,0,0,3.0,A,A,Torino,3,04/01/2026,2.9
0,1.42,Inter,1,3,4.75,H,H,Bologna,1,04/01/2026,7.5
0,5.5,Pisa,0,0,3.4,D,A,Como,3,06/01/2026,1.7
1,5.25,Lecce,0,0,3.5,A,A,Roma,2,06/01/2026,1.73
1,5.0,Sassuolo,0,0,3.9,A,A,Juventus,3,06/01/2026,1.67
1,2.75,Bologna,0,0,3.3,A,A,Atalanta,2,07/01/2026,2.6
2,1.36,Napoli,0,2,5.5,A,D,Verona,2,07/01/2026,7.5
0,2.4,Lazio,0,2,3.1,D,D,Fiorentina,2,07/01/2026,3.2
1,7.5,Parma,0,0,5.0,A,A,Inter,2,07/01/2026,1.4
0,2.3,Torino,0,1,3.0,D,A,Udinese,2,07/01/2026,3.4
0,2.4,Cremonese,2,2,3.1,H,D,Cagliari,2,08/01/2026,3.2
1,1.44,Milan,0,1,4.5,A,D,Genoa,1,08/01/2026,7.5
0,1.95,Como,0,1,3.3,D,D,Bologna,1,10/01/2026,4.2
1,1.83,Udinese,2,2,3.4,H,D,Pisa,2,10/01/2026,4.6
0,1.53,Roma,0,2,4.0,D,H,Sassuolo,0,10/01/2026,6.5
0,1.6,Atalanta,1,2,3.9,H,H,Torino,0,10/01/2026,6.0
0,2.75,Lecce,1,1,3.0,H,A,Parma,2,11/01/2026,2.88
0,3.8,Fiorentina,0,1,3.4,D,D,Milan,1,11/01/2026,2.0
0,3.4,Verona,0,0,3.0,D,A,Lazio,1,11/01/2026,2.35
1,1.7,Inter,1,2,3.5,D,D,Napoli,2,11/01/2026,5.25
0,2.1,Genoa,1,3,3.0,H,H,Cagliari,0,12/01/2026,4.2
0,1.25,Juventus,3,5,6.0,H,H,Cremonese,0,12/01/2026,13.0
0,1.3,Napoli,0,0,5.25,D,D,Parma,0,14/01/2026,10.5
0,1.13,Inter,0,1,9.0,D,H,Lecce,0,14/01/2026,19.0
3,3.6,Verona,1,2,3.3,A,A,Bologna,3,15/01/2026,2.1
1,2.9,Como,1,1,3.25,D,A,Milan,3,15/01/2026,2.5
0,6.5,Pisa,0,1,3.9,D,D,Atalanta,1,16/01/2026,1.55
1,7.0,Udinese,0,0,4.75,A,A,Inter,1,17/01/2026,1.42
0,1.48,Napoli,1,1,4.33,H,H,Sassuolo,0,17/01/2026,7.5
0,6.25,Cagliari,0,1,4.2,D,H,Juventus,0,17/01/2026,1.5
0,2.9,Parma,0,0,2.55,D,D,Genoa,0,18/01/2026,3.0
2,2.2,Bologna,0,1,3.3,A,A,Fiorentina,2,18/01/2026,3.4
1,3.75,Torino,0,0,3.1,A,A,Roma,2,18/01/2026,2.15
0,1.29,Milan,0,1,5.0,D,H,Lecce,0,18/01/2026,13.0
0,2.63,Cremonese,0,0,2.9,D,D,Verona,0,19/01/2026,3.1
2,2.7,Lazio,0,0,2.9,A,A,Como,3,19/01/2026,3.0
2,1.18,Inter,3,6,7.5,H,H,Pisa,2,23/01/2026,15.0
0,1.62,Como,2,6,3.75,H,H,Torino,0,24/01/2026,6.0
1,1.62,Fiorentina,0,1,3.8,A,A,Cagliari,2,24/01/2026,5.75
0,4.0,Lecce,0,0,3.0,D,D,Lazio,0,24/01/2026,2.1
0,1.91,Sassuolo,1,1,3.4,H,H,Cremonese,0,25/01/2026,4.2
0,1.42,Atalanta,2,4,4.5,H,H,Parma,0,25/01/2026,7.5
1,3.0,Genoa,0,3,3.0,A,H,Bologna,2,25/01/2026,2.6
0,2.05,Juventus,1,3,3.2,H,H,Napoli,0,25/01/2026,4.0
0,2.63,Roma,0,1,3.1,D,D,Milan,1,25/01/2026,2.88
1,2.8,Verona,1,1,3.0,D,A,Udinese,3,26/01/2026,2.8
0,2.2,Lazio,0,3,2.88,D,H,Genoa,2,30/01/2026,4.0
2,2.9,Pisa,0,1,3.1,A,A,Sassuolo,3,31/01/2026,2.55
0,1.8,Napoli,1,2,3.4,H,H,Fiorentina,1,31/01/2026,5.0
0,2.2,Cagliari,2,4,3.0,H,H,Verona,0,31/01/2026,3.8
0,1.95,Torino,1,1,3.1,H,H,Lecce,0,01/02/2026,4.5
0,2.35,Como,0,0,3.25,D,D,Atalanta,0,01/02/2026,3.2
2,11.0,Cremonese,0,0,5.0,A,A,Inter,2,01/02/2026,1.3
2,7.5,Parma,0,1,4.33,A,A,Juventus,4,01/02/2026,1.45
0,4.33,Udinese,0,1,3.4,D,H,Roma,0,02/02/2026,1.91
2,2.9,Bologna,0,0,3.25,A,A,Milan,3,03/02/2026,2.5
0,2.55,Verona,0,0,3.0,D,D,Pisa,0,06/02/2026,3.0
2,4.5,Genoa,1,2,3.2,A,A,Napoli,3,07/02/2026,1.95
1,1.75,Fiorentina,0,2,3.75,A,D,Torino,2,07/02/2026,4.75
0,1.6,Bologna,0,0,3.9,D,A,Parma,1,08/02/2026,5.75
1,3.1,Lecce,1,2,2.88,D,H,Udinese,1,08/02/2026,2.63
2,7.5,Sassuolo,0,0,4.5,A,A,Inter,5,08/02/2026,1.44
1,1.48,Juventus,0,2,4.2,A,D,Lazio,2,08/02/2026,7.5
0,1.36,Atalanta,2,2,5.0,H,H,Cremonese,1,09/02/2026,8.5
0,1.48,Roma,1,2,4.1,H,H,Cagliari,0,09/02/2026,7.5
1,6.5,Pisa,0,1,4.2,A,A,Milan,2,13/02/2026,1.5
1,1.73,Como,0,1,3.75,A,A,Fiorentina,2,14/02/2026,4.75
1,3.5,Lazio,0,0,3.25,A,A,Atalanta,2,14/02/2026,2.15
1,1.95,Inter,1,3,3.4,D,H,Juventus,2,14/02/2026,4.1
0,2.4,Udinese,1,1,3.0,H,A,Sassuolo,2,15/02/2026,3.3
0,3.2,Cremonese,0,0,3.0,D,D,Genoa,0,15/02/2026,2.45
1,2.3,Parma,1,2,3.0,D,H,Verona,1,15/02/2026,3.5
0,3.3,Torino,0,1,3.25,D,A,Bologna,2,15/02/2026,2.25
1,2.3,Napoli,1,2,3.0,D,D,Roma,2,15/02/2026,3.5
0,2.2,Cagliari,0,0,3.0,D,A,Lecce,2,16/02/2026,3.75
1,2.25,Milan,0,1,3.3,A,D,Como,1,18/02/2026,3.25
0,1.75,Sassuolo,2,3,3.3,H,H,Verona,0,20/02/2026,5.25
1,2.0,Juventus,0,0,3.4,A,A,Como,2,21/02/2026,3.7
0,7.0,Lecce,0,0,4.33,D,A,Inter,2,21/02/2026,1.48
0,3.4,Cagliari,0,0,3.0,D,D,Lazio,0,21/02/2026,2.35
0,2.25,Genoa,2,3,3.0,H,H,Torino,0,22/02/2026,3.6
1,2.45,Atalanta,0,2,3.2,A,H,Napoli,1,22/02/2026,3.0
0,1.33,Milan,0,0,5.0,D,A,Parma,1,22/02/2026,9.5
0,1.36,Roma,0,3,4.5,D,H,Cremonese,0,22/02/2026,10.0
